Directory,Original ADR Text,Approx Match - Standard Code,Approx Match - Standard Text,Approx Match - SCT Text,Approx Match - Fuzzy Similarity,Embedding Match - Standard Code,Embedding Match - Standard Text,Embedding Match - SCT Text,Embedding Match - Cosine Similarity
LIPITOR.221,nerve damage,39400004,Hepatic trauma,permanent nerve damage,71,39400004,Hepatic trauma,permanent nerve damage,0.8776
LIPITOR.1000,brain fog,419723007,Mentally dull,brain fog,100,419723007,Mentally dull,brain fog,1.0
LIPITOR.1000,ice pack,30989003,Knee pain,knee pain,47,22253000,Pain,pain,0.2537
LIPITOR.1000,inflamation,128139000,Inflammatory disorder,inflamation,100,128139000,Inflammatory disorder,inflamation,1.0
LIPITOR.689,awake,309774006,Weakness of limb,weakness in his knees,31,309774006,Weakness of limb,weakness in his knees,0.2079
LIPITOR.689,pains,10601006,Pain in lower limb,pains in his legs,45,10601006,Pain in lower limb,pains in his legs,0.7178
LIPITOR.689,weakness,309774006,Weakness of limb,weakness in his knees,55,309774006,Weakness of limb,weakness in his knees,0.6977
ARTHROTEC.12,side effects,8510008,Reduced mobility,could only walk less than 100 meters,25,8510008,Reduced mobility,could only walk less than 100 meters,0.0464
ARTHROTEC.8,upset,271681002,Stomach ache,starting to upset my stomach,30,271681002,Stomach ache,starting to upset my stomach,0.403
LIPITOR.484,muscle aches,68962001,Myalgia,muscle aches,100,68962001,Myalgia,muscle aches,1.0
LIPITOR.642,crabby,55929007,Feeling irritable,crabby,100,55929007,Feeling irritable,crabby,1.0
LIPITOR.642,moodiness,286641001,Moody,moodiness,100,286641001,Moody,moodiness,1.0
LIPITOR.424,side effects,3877011000036101,Lipitor,Lipitor,21,3877011000036101,Lipitor,Lipitor,0.2098
LIPITOR.424,toxic reactions,3877011000036101,Lipitor,Lipitor,27,3877011000036101,Lipitor,Lipitor,0.2478
ARTHROTEC.79,side effects,698065002,Acid reflux,acid reflux,43,22253000,Pain,pain,0.3189
ARTHROTEC.79,adverse reactions,698065002,Acid reflux,acid reflux,36,698065002,Acid reflux,acid reflux,0.3383
LIPITOR.629,neuropathy,386033004,Neuropathy,neuropathy,100,386033004,Neuropathy,neuropathy,1.0
LIPITOR.629,hypersensitivity,14151009,Hyperaesthesia,hypersensitivity that wrapped around my abdomen,51,14151009,Hyperaesthesia,hypersensitivity that wrapped around my abdomen,0.6987
LIPITOR.629,Lipitor,3877011000036101,Lipitor,Lipitor,100,3877011000036101,Lipitor,Lipitor,1.0
ARTHROTEC.46,Naseua,422587007,Nausea,Naseua,100,422587007,Nausea,Naseua,1.0
ARTHROTEC.46,vomiting,422400008,Vomiting,vomiting,100,422400008,Vomiting,vomiting,1.0
ARTHROTEC.46,cramps,55300003,Muscle cramp,cramps,100,55300003,Muscle cramp,cramps,1.0
LIPITOR.611,agravating,82991003,Generalised aches and pains,body pain,32,82991003,Generalised aches and pains,body pain,0.1539
LIPITOR.423,loss,8357008,Reduced libido,loss of libido,44,8357008,Reduced libido,lost all sexual desires and thoughts,0.3404
ARTHROTEC.41,side effects,39104002,Illness,sickness,40,422587007,Nausea,nausea,0.4999
ARTHROTEC.41,dreadful,367391008,Malaise,feel dreadful,76,367391008,Malaise,feel dreadful,0.7296
ARTHROTEC.41,sick,39104002,Illness,sick,100,39104002,Illness,sick,1.0
ARTHROTEC.41,waves of nausea,422587007,Nausea,nausea,57,422587007,Nausea,nausea,0.7364
ARTHROTEC.41,side effects,39104002,Illness,sickness,40,422587007,Nausea,nausea,0.4999
ARTHROTEC.83,severe welts,247472004,Hives,severe welts,100,247472004,Hives,severe welts,1.0
LIPITOR.412,crying,225460000,Constantly crying,crying all the time,48,225460000,Constantly crying,crying all the time,0.7355
LIPITOR.412,side effects,35489007,Depression,depression,36,21719011000036107,aspirin,aspirin,0.2863
LIPITOR.620,LDL,386705008,Lightheadedness,lightheadedness,22,22298006,Myocardial infarction,heart attack,0.1767
LIPITOR.620,triglycerides,429783005,Paraesthesia of lower extremity,Tingling in legs,48,22298006,Myocardial infarction,heart attack,0.2657
LIPITOR.620,side effects,386705008,Lightheadedness,lightheadedness,37,22298006,Myocardial infarction,heart attack,0.3436
LIPITOR.620,side effects,386705008,Lightheadedness,lightheadedness,37,22298006,Myocardial infarction,heart attack,0.3436
ARTHROTEC.84,side affects,57676002,Arthralgia,arthritic pain,23,57676002,Arthralgia,arthritic pain,0.316
LIPITOR.309,pains,22253000,Pain,pains,100,22253000,Pain,pains,1.0
LIPITOR.74,muscle pain,68962001,Myalgia,muscle pain,100,68962001,Myalgia,muscle pain,1.0
LIPITOR.74,tingling,62507009,Pins and needles,severe tingling,70,62507009,Pins and needles,severe tingling,0.8217
LIPITOR.74,burning,90673000,Burning sensation,burning,100,90673000,Burning sensation,burning,1.0
LIPITOR.74,itchy,418290006,Itching,itchy crawly feeling,40,418290006,Itching,itchy crawly feeling,0.6873
LIPITOR.74,crawly feeling,418290006,Itching,itchy crawly feeling,82,418290006,Itching,itchy crawly feeling,0.8072
LIPITOR.80,side affects,267036007,Dyspnoea,Shortness of Breath,39,68962001,Myalgia,Muscle Pain,0.3545
LIPITOR.336,sleeping pill,271782001,Drowsy,sleepy,53,271782001,Drowsy,sleepy,0.4945
VOLTAREN.45,diarrhea,62315008,Diarrhoea,diarrhea,100,62315008,Diarrhoea,diarrhea,1.0
VOLTAREN.45,vomiting,422400008,Vomiting,vomiting,100,422400008,Vomiting,vomiting,1.0
VOLTAREN.45,sweating,52613005,Excessive sweating,extreme sweating,67,52613005,Excessive sweating,extreme sweating,0.8656
VOLTAREN.45,dizzyness,404640003,Dizziness,dizzyness,100,404640003,Dizziness,dizzyness,1.0
VOLTAREN.45,chills,43724002,Chill,chills,100,43724002,Chill,chills,1.0
LIPITOR.73,pains,10601006,Pain in lower limb,pains in legs,56,10601006,Pain in lower limb,pains in legs,0.7288
LIPITOR.73,difficulties,288939007,Difficulty swallowing,difficulties to swallow,69,288939007,Difficulty swallowing,difficulties to swallow,0.4606
LIPITOR.73,problems,386807006,Memory impairment,problems with memory,57,386807006,Memory impairment,problems with memory,0.4259
LIPITOR.593,side effects,22253000,Pain,pains,24,22253000,Pain,pains,0.2711
LIPITOR.103,side effects,68962001,Myalgia,Muscle aches,42,76948002,Severe pain,extreme pain,0.3521
LIPITOR.331,terrible aching pain,102556003,Pain in upper limb,aching pain in my arms,52,102556003,Pain in upper limb,aching pain in my arms,0.7184
LIPITOR.567,feeling stupid,429783005,Paraesthesia of lower extremity,legs started tingling,34,274676007,Tingling of skin,arms started tingling,0.2834
LIPITOR.567,side effect,13791008,Asthenia,extreme fatigue,31,274676007,Tingling of skin,arms started tingling,0.2607
LIPITOR.936,dermatitis,271767006,Peeling of skin,foot skin flaked off like dermatitis,43,271767006,Peeling of skin,foot skin flaked off like dermatitis,0.5888
ARTHROTEC.144,nauseous,422587007,Nausea,nauseous,100,422587007,Nausea,nauseous,1.0
LIPITOR.551,sweating,52613005,Excessive sweating,sweating alot,76,52613005,Excessive sweating,sweating alot,0.8524
LIPITOR.135,gassy,162076009,Excessive upper gastrointestinal gas,gassy,100,162076009,Excessive upper gastrointestinal gas,gassy,1.0
LIPITOR.307,Gas,162076009,Excessive upper gastrointestinal gas,Gas,100,162076009,Excessive upper gastrointestinal gas,Gas,1.0
LIPITOR.307,bloating,248490000,Bloating symptom,bloating,100,248490000,Bloating symptom,bloating,1.0
LIPITOR.307,sleeplessness,193462001,Insomnia,sleeplesness,96,193462001,Insomnia,sleeplesness,0.73
LIPITOR.307,fatigue,84229001,Fatigue,fatigue,100,84229001,Fatigue,fatigue,1.0
LIPITOR.307,muscle stiffness,16046003,Muscle rigidity,muscle stiffness,100,16046003,Muscle rigidity,muscle stiffness,1.0
LIPITOR.307,depressed,35489007,Depression,depressed,100,35489007,Depression,depressed,1.0
ARTHROTEC.143,side effects,76948002,Severe pain,severe pain,35,76948002,Severe pain,severe pain,0.374
LIPITOR.42,side effects,29857009,Chest pain,chest pain left side,44,29857009,Chest pain,chest pain left side,0.2455
LIPITOR.300,side effects,76948002,Severe pain,Severe muscle pain in calves,30,213257006,Generally unwell,Felt very unwell,0.3543
LIPITOR.556,side effects,78514002,Thigh pain,pain in my left thigh,30,267949000,Shoulder joint pain,joint pain in my shoulders,0.2
LIPITOR.556,side effects,78514002,Thigh pain,pain in my left thigh,30,267949000,Shoulder joint pain,joint pain in my shoulders,0.2
LIPITOR.354,side effects,267031002,Tiredness symptom,Tiredness,38,267031002,Tiredness symptom,Tiredness,0.3516
LIPITOR.354,side effects,267031002,Tiredness symptom,Tiredness,38,267031002,Tiredness symptom,Tiredness,0.3516
LIPITOR.730,muscle pain,68962001,Myalgia,muscle pain,100,68962001,Myalgia,muscle pain,1.0
LIPITOR.730,muscle pain,68962001,Myalgia,muscle pain,100,68962001,Myalgia,muscle pain,1.0
LIPITOR.502,diarrhoea,62315008,Diarrhoea,diarrhoea,100,62315008,Diarrhoea,diarrhoea,1.0
VOLTAREN.27,tired,224960004,Tired,tired,100,224960004,Tired,tired,1.0
LIPITOR.16,side effects,3877011000036101,Lipitor,Lipitor,21,3877011000036101,Lipitor,Lipitor,0.2098
ARTHROTEC.117,diarrhea,62315008,Diarrhoea,Diarrhea,100,62315008,Diarrhoea,Diarrhea,1.0
ARTHROTEC.117,side effects,236423003,Renal impairment,affecting my kidneys,38,698065002,Acid reflux,affecting my stomach(acid reflux),0.3927
LIPITOR.965,side effects,271587009,Stiffness,Stiffness,57,95847005,Injury of muscle,muscle damage,0.4249
LIPITOR.965,side effects,271587009,Stiffness,Stiffness,57,95847005,Injury of muscle,muscle damage,0.4249
LIPITOR.159,constipation,14760008,Constipation,constipation,100,14760008,Constipation,constipation,1.0
LIPITOR.991,side effects,48694002,Anxiety,anxiety issues,38,48694002,Anxiety,anxiety issues,0.3718
VOLTAREN.18,severe stomach cramping,51197009,Stomach cramps,stomach cramping,82,51197009,Stomach cramps,stomach cramping,0.9399
VOLTAREN.18,diarrhea,62315008,Diarrhoea,diarrhea,100,62315008,Diarrhoea,diarrhea,1.0
VOLTAREN.20,side effects,397825006,Gastric ulcer,stomache ulcers,37,22253000,Pain,pain,0.3189
VOLTAREN.20,side effects,397825006,Gastric ulcer,stomache ulcers,37,22253000,Pain,pain,0.3189
VOLTAREN.20,side effects,397825006,Gastric ulcer,stomache ulcers,37,22253000,Pain,pain,0.3189
LIPITOR.195,SIDE EFFECTS,30989003,Knee pain,PAIN IN MY KNEES,36,57676002,Arthralgia,JOINT PAIN,0.2606
VOLTAREN-XR.15,effect,22253000,Pain,aches,18,22253000,Pain,aches,0.221
LIPITOR.353,side effects,267036007,Dyspnoea,shortness of breath,39,6206011000036109,Lipitor 40 mg tablet: film-coated,Lipitor 40mg,0.3082
LIPITOR.996,side effect,49727002,Cough,unexplained cough,29,49727002,Cough,cough heavily,0.3056
LIPITOR.398,side effects,68962001,Myalgia,muscle aches,42,267031002,Tiredness symptom,tiredness,0.3516
LIPITOR.708,after-effects,80449002,Muscle fatigue,extreme muscle fatigue,34,3877011000036101,Lipitor,Lipitor,0.2591
LIPITOR.708,pain,67849003,Excruciating pain,excruciating pain,38,67849003,Excruciating pain,excruciating pain,0.683
LIPITOR.708,muscle fatigue,80449002,Muscle fatigue,extreme muscle fatigue,78,80449002,Muscle fatigue,extreme muscle fatigue,0.9231
LIPITOR.708,malaise,367391008,Malaise,malaise,100,367391008,Malaise,malaise,1.0
ARTHROTEC.110,side effects,29542008,Uterine spasm,uterine cramps,38,422587007,Nausea,nausea,0.4999
LIPITOR.391,side effects,162059005,Upset stomach,upset stomach,32,162059005,Upset stomach,upset stomach,0.3345
VOLTAREN.16,nauseous,422587007,Nausea,nauseous,100,422587007,Nausea,nauseous,1.0
VOLTAREN.16,sick,21779011000036103,cortisone,cortisone injection,26,422587007,Nausea,nauseous,0.4456
LIPITOR.365,pain,57676002,Arthralgia,joint pains,53,44077006,Numbness,numbness,0.5196
LIPITOR.365,cramps,55300003,Muscle cramp,muscle cramps,63,55300003,Muscle cramp,muscle cramps,0.8576
LIPITOR.365,cramps,55300003,Muscle cramp,muscle cramps,63,55300003,Muscle cramp,muscle cramps,0.8576
LIPITOR.701,prickling,309521004,Numbness of hand,"prickling,numbness in hand",51,309521004,Numbness of hand,"prickling,numbness in hand",0.6679
LIPITOR.701,numbness,309521004,Numbness of hand,"prickling,numbness in hand",47,309521004,Numbness of hand,"prickling,numbness in hand",0.8297
LIPITOR.701,poisen-ivy-like rash,271807003,Rash,strange poisen-ivy like rash on chest and breast,56,271807003,Rash,strange poisen-ivy like rash on chest and breast,0.8369
ARTHROTEC.119,side-effects,404640003,Dizziness,dizziness,29,25064002,Headache,Headache,0.3531
ARTHROTEC.126,diarrhea,62315008,Diarrhoea,diarrhea,100,62315008,Diarrhoea,diarrhea,1.0
ARTHROTEC.126,nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
ARTHROTEC.126,diarrhea,62315008,Diarrhoea,diarrhea,100,62315008,Diarrhoea,diarrhea,1.0
ARTHROTEC.126,side effects,39104002,Illness,sick,38,422587007,Nausea,nausea,0.4999
LIPITOR.954,side effects,202882003,Plantar fasciitis,sore feet (Faciitis),50,84229001,Fatigue,fatigue,0.2675
LIPITOR.168,uncommon reaction,161891005,Backache,back pain,38,13791008,Asthenia,weak,0.2818
LIPITOR.150,side effects,3877011000036101,Lipitor,lipitor,21,3877011000036101,Lipitor,lipitor,0.2098
LIPITOR.362,EXTREME ZOMBIE LIKE STATE,84229001,Fatigue,EXTREME TIREDNESS,57,84229001,Fatigue,EXTREME TIREDNESS,0.2773
LIPITOR.362,MODEST HYDRATION,248096004,Lack of libido,SEX DRIVE GONE,47,84229001,Fatigue,EXTREME TIREDNESS,0.1982
VOLTAREN.11,agitated,24199005,Feeling agitated,agitated,100,24199005,Feeling agitated,agitated,1.0
VOLTAREN.11,insomnia,193462001,Insomnia,insomnia,100,193462001,Insomnia,insomnia,1.0
VOLTAREN.11,short tempered,285849008,Difficulty controlling anger,short tempered,100,285849008,Difficulty controlling anger,short tempered,1.0
VOLTAREN.11,impatient,286755001,Impatient character,impatient,100,286755001,Impatient character,impatient,1.0
VOLTAREN.11,agitation,24199005,Feeling agitated,agitation,100,24199005,Feeling agitated,agitation,1.0
VOLTAREN.11,unbearable,24199005,Feeling agitated,agitated,33,24199005,Feeling agitated,agitated,0.4089
LIPITOR.396,hair loss,278040002,Loss of hair,hair loss,100,278040002,Loss of hair,hair loss,1.0
LIPITOR.396,side effects,278040002,Loss of hair,hair loss,29,278040002,Loss of hair,hair loss,0.3002
LIPITOR.396,side effects,278040002,Loss of hair,hair loss,29,278040002,Loss of hair,hair loss,0.3002
ARTHROTEC.121,side effects,272022009,C/O - feeling depressed,feeling depressed,34,84229001,Fatigue,feeling exausted,0.282
LIPITOR.568,swelling,65124004,Swelling,swelling,100,65124004,Swelling,swelling,1.0
LIPITOR.568,swelling,65124004,Swelling,swelling,100,65124004,Swelling,swelling,1.0
ARTHROTEC.142,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.930,side effect,3877011000036101,Lipitor,Lipitor,22,3877011000036101,Lipitor,Lipitor,0.26
LIPITOR.88,chest pains,29857009,Chest pain,chest pains,100,29857009,Chest pain,chest pains,1.0
LIPITOR.88,difficulty breathing,230145002,Difficulty breathing,difficulty breathing,100,230145002,Difficulty breathing,difficulty breathing,1.0
LIPITOR.133,side affects,18963009,Mood swings,emotional changes,34,22253000,Pain,pains,0.3808
LIPITOR.301,myoglobin,240131006,Rhabdomyolysis,Rhabdomyolosis,52,26544005,Muscle weakness,muscle weakness,0.2436
LIPITOR.301,hemoglogin,240131006,Rhabdomyolysis,Rhabdomyolosis,50,240131006,Rhabdomyolysis,Rhabdomyolosis,0.2268
ARTHROTEC.145,side effects,68962001,Myalgia,muscular pains,23,68962001,Myalgia,muscular pains,0.2399
LIPITOR.44,liver,235856003,Liver disease,damaged my liver,48,235856003,Liver disease,damaged my liver,0.7014
LIPITOR.762,side effects,84229001,Fatigue,persistent fatigue,40,84229001,Fatigue,persistent fatigue,0.2034
LIPITOR.762,adverse effects,84229001,Fatigue,persistent fatigue,42,84229001,Fatigue,persistent fatigue,0.1441
LIPITOR.134,side effects,62507009,Pins and needles,Pins and needles,43,25064002,Headache,headache,0.3502
LIPITOR.134,side effects,62507009,Pins and needles,Pins and needles,43,25064002,Headache,headache,0.3502
LIPITOR.134,side effects,62507009,Pins and needles,Pins and needles,43,25064002,Headache,headache,0.3502
LIPITOR.901,side effects,449917004,Cramp in lower limb,Leg cramps,36,13791008,Asthenia,overall weak feeling,0.2709
LIPITOR.901,side effects,449917004,Cramp in lower limb,Leg cramps,36,13791008,Asthenia,overall weak feeling,0.2709
LIPITOR.86,nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
LIPITOR.330,muscle pain,68962001,Myalgia,Muscle Pain,100,68962001,Myalgia,Muscle Pain,1.0
LIPITOR.330,general degradation,162076009,Excessive upper gastrointestinal gas,general degradation,100,162076009,Excessive upper gastrointestinal gas,general degradation,1.0
LIPITOR.102,psychiatric,48500005,Delusional disorder,Paranoia,42,48694002,Anxiety,anxiety,0.6011
LIPITOR.102,side,48694002,Anxiety,anxiety,36,48500005,Delusional disorder,Paranoia,0.2564
LIPITOR.102,effects,48694002,Anxiety,anxiety,29,48694002,Anxiety,anxiety,0.3444
LIPITOR.102,harsh,48500005,Delusional disorder,Paranoia,31,48694002,Anxiety,anxiety,0.1566
LIPITOR.566,extreme muscle weakness,26544005,Muscle weakness,extreme muscle weakness,100,26544005,Muscle weakness,extreme muscle weakness,1.0
LIPITOR.754,cholestatic Jaundice,44018007,Cholestatic jaundice syndrome,cholestatic Jaundice,100,44018007,Cholestatic jaundice syndrome,cholestatic Jaundice,1.0
LIPITOR.592,memory,48167000,Amnesia,memory loss,71,48167000,Amnesia,memory loss,0.7249
LIPITOR.592,loss,48167000,Amnesia,memory loss,53,48167000,Amnesia,memory loss,0.5407
LIPITOR.592,bloating,248490000,Bloating symptom,bloating,100,248490000,Bloating symptom,bloating,1.0
LIPITOR.592,flatulence,267052005,Flatulence/wind,flatulence,100,267052005,Flatulence/wind,flatulence,1.0
LIPITOR.592,side,7006003,Clumsiness,clumsiness,43,7006003,Clumsiness,clumsiness,0.2754
LIPITOR.592,effects,45291000168107,Efexor-XR,Effexor,57,248490000,Bloating symptom,bloating,0.3384
LIPITOR.592,HURTING,248490000,Bloating symptom,bloating,53,30989003,Knee pain,knee pain,0.5261
VOLTAREN.43,nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
LIPITOR.906,memory loss,48167000,Amnesia,memory loss,100,48167000,Amnesia,memory loss,1.0
LIPITOR.906,side effects,287047008,Pain in left leg,extreme ache in left leg,28,76948002,Severe pain,"ache was extreme, almost unbearable",0.2843
LIPITOR.75,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.75,effects,386807006,Memory impairment,effect on your memory,43,386807006,Memory impairment,effect on your memory,0.5771
LIPITOR.75,side affects,386807006,Memory impairment,effect on your memory,36,386807006,Memory impairment,effect on your memory,0.4154
VOLTAREN.44,mild headache,25064002,Headache,mild headache,100,25064002,Headache,mild headache,1.0
VOLTAREN.44,abdominal cramps,9991008,Abdominal colic,abdominal cramps,100,9991008,Abdominal colic,abdominal cramps,1.0
VOLTAREN.44,diarrhea,62315008,Diarrhoea,diarrhea,100,62315008,Diarrhoea,diarrhea,1.0
VOLTAREN.44,gas,162076009,Excessive upper gastrointestinal gas,gas,100,162076009,Excessive upper gastrointestinal gas,gas,1.0
VOLTAREN.44,gurgling,18101008,Hyperactive bowel sounds,gurgling,100,18101008,Hyperactive bowel sounds,gurgling,1.0
VOLTAREN.44,mild cramping,55300003,Muscle cramp,mild cramping,100,55300003,Muscle cramp,mild cramping,1.0
VOLTAREN.44,bad headache,25064002,Headache,bad headache,100,25064002,Headache,bad headache,1.0
VOLTAREN.44,cramping,55300003,Muscle cramp,cramping,100,55300003,Muscle cramp,cramping,1.0
VOLTAREN.44,nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
VOLTAREN.44,heartburn,16331000,Heartburn,heartburn,100,16331000,Heartburn,heartburn,1.0
LIPITOR.595,bruise,5662003,Contusion of hand,large dark bruise on hand,39,5662003,Contusion of hand,large dark bruise on hand,0.6474
LIPITOR.753,side effects,47933007,Foot pain,sore feet,57,267031002,Tiredness symptom,tiredness,0.3516
LIPITOR.561,adverse symptoms,95891005,Influenza-like illness,Flu-like symptoms,61,95891005,Influenza-like illness,Flu-like symptoms,0.5238
LIPITOR.535,inflamation,57676002,Arthralgia,painful inflamation of joints,55,57676002,Arthralgia,painful inflamation of joints,0.4969
LIPITOR.535,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.535,pain,22253000,Pain,pain,100,22253000,Pain,pain,1.0
LIPITOR.535,side,84229001,Fatigue,fatigue,36,22253000,Pain,pain,0.4005
LIPITOR.535,effects,13791008,Asthenia,weakness,40,22253000,Pain,pain,0.333
LIPITOR.707,syptoms,3877011000036101,Lipitor,Lipitor,43,22253000,Pain,pain,0.4008
LIPITOR.707,gastro,162076009,Excessive upper gastrointestinal gas,gastro problem,60,162076009,Excessive upper gastrointestinal gas,gastro problem,0.7302
LIPITOR.707,problem,162076009,Excessive upper gastrointestinal gas,gastro problem,67,22253000,Pain,pain,0.4232
LIPITOR.151,side effects,46991000,Absent minded,"Absent mindendness,",39,25064002,Headache,headaches,0.4086
LIPITOR.952,achy,47933007,Foot pain,feel achy,62,47933007,Foot pain,feel achy,0.7877
ARTHROTEC.120,shaking uncontrollably,83547004,Cold sweat,"cold sweat, shaking uncontrollably",79,83547004,Cold sweat,"cold sweat, shaking uncontrollably",0.7339
ARTHROTEC.120,nauseated,422587007,Nausea,nauseated,100,422587007,Nausea,nauseated,1.0
ARTHROTEC.120,shock,414469009,Impending shock,going into shock,48,414469009,Impending shock,going into shock,0.8251
LIPITOR.738,diarea,62315008,Diarrhoea,diarea,100,62315008,Diarrhoea,diarea,1.0
LIPITOR.738,bluss,246636008,Blurred vision - hazy,blurred vision,42,418363000,Itching of skin,bluss and ititching of the face,0.6179
LIPITOR.738,ititching,418363000,Itching of skin,bluss and ititching of the face,45,418363000,Itching of skin,bluss and ititching of the face,0.5186
LIPITOR.700,symptoms,449918009,Cramp in lower leg,Ackey leg cramps,33,267031002,Tiredness symptom,Tiredness,0.4667
LIPITOR.700,aches,22253000,Pain,aches,100,22253000,Pain,aches,1.0
LIPITOR.700,reactions,25064002,Headache,Headaches,44,25064002,Headache,Headaches,0.2462
VOLTAREN-XR.22,upset stomach,162059005,Upset stomach,upset stomach,100,162059005,Upset stomach,upset stomach,1.0
VOLTAREN-XR.22,side effects,230690007,Cerebrovascular accident,strokes,32,22298006,Myocardial infarction,heart attacks,0.3618
VOLTAREN.17,side effects,271782001,Drowsy,drowsiness,36,25064002,Headache,Headache,0.3502
LIPITOR.390,nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
LIPITOR.390,vomiting,422400008,Vomiting,vomiting,100,422400008,Vomiting,vomiting,1.0
ARTHROTEC.127,nausea,422587007,Nausea,nausea,100,422587007,Nausea,nausea,1.0
LIPITOR.169,gas,162076009,Excessive upper gastrointestinal gas,gas,100,162076009,Excessive upper gastrointestinal gas,gas,1.0
LIPITOR.169,loose,398032003,Loose stool,loose stools,59,398032003,Loose stool,loose stools,0.5725
LIPITOR.169,stools,398032003,Loose stool,loose stools,67,398032003,Loose stool,loose stools,0.7779
LIPITOR.169,loose,398032003,Loose stool,loose stools,59,398032003,Loose stool,loose stools,0.5725
LIPITOR.169,stools,398032003,Loose stool,loose stools,67,398032003,Loose stool,loose stools,0.7779
LIPITOR.169,gas,162076009,Excessive upper gastrointestinal gas,gas,100,162076009,Excessive upper gastrointestinal gas,gas,1.0
LIPITOR.955,dizziness,404640003,Dizziness,dizziness,100,404640003,Dizziness,dizziness,1.0
LIPITOR.955,mild joint pain,57676002,Arthralgia,mild joint pain,100,57676002,Arthralgia,mild joint pain,1.0
LIPITOR.504,bleeding,131148009,Bleeding,bleeding,100,131148009,Bleeding,bleeding,1.0
VOLTAREN.21,adverse reaction,40733004,Infection,infection,48,25458004,Acute gastritis,acute gastritis,0.3821
LIPITOR.194,constipated,14760008,Constipation,constipated,100,14760008,Constipation,constipated,1.0
LIPITOR.194,pains,22253000,Pain,pains,100,22253000,Pain,pains,1.0
ARTHROTEC.111,side effects,267052005,Flatulence/wind,little gas,36,65124004,Swelling,swelling,0.2761
ARTHROTEC.111,stomach pain,21522001,Abdominal pain,extreme stomach pain,75,21522001,Abdominal pain,extreme stomach pain,0.8935
LIPITOR.399,side effects,247373008,Ankle pain,pain in ankles,31,76948002,Severe pain,extreme pain,0.3521
LIPITOR.399,extreme pain,76948002,Severe pain,extreme pain,100,76948002,Severe pain,extreme pain,1.0
LIPITOR.399,adverse effects,76948002,Severe pain,severe pain in one ankle,36,76948002,Severe pain,extreme pain,0.3594
VOLTAREN.26,side effects,128139000,Inflammatory disorder,inflammation,25,125667009,Contusion,bruising,0.3087
VOLTAREN.26,bruising,125667009,Contusion,bruising,100,125667009,Contusion,bruising,1.0
VOLTAREN.26,inflammation,128139000,Inflammatory disorder,inflammation,100,128139000,Inflammatory disorder,inflammation,1.0
LIPITOR.193,foggy,419723007,Mentally dull,my head was foggy,45,419723007,Mentally dull,my head was foggy,0.6979
LIPITOR.167,rashes,271807003,Rash,rashes,100,271807003,Rash,rashes,1.0
LIPITOR.167,boils,3530011000036104,Lopid,Lopids,55,416675009,Furuncle,my skin in boils,0.7574
VOLTAREN.19,side effects,3723001,Arthritis,arthritis,29,22253000,Pain,pain,0.3189
LIPITOR.990,Dizzy,404640003,Dizziness,Dizzy,100,404640003,Dizziness,Dizzy,1.0
LIPITOR.990,sick,404640003,Dizziness,Dizzy,22,404640003,Dizziness,Dizzy,0.3928
LIPITOR.35,side effect,68962001,Myalgia,muscle ache,36,62315008,Diarrhoea,diarrhea,0.3844
ARTHROTEC.134,blood,405729008,Haematochezia,passing blood and clots with stoals,25,405729008,Haematochezia,passing blood and clots with stoals,0.3745
ARTHROTEC.134,clots,14760008,Constipation,Constipation,35,405729008,Haematochezia,passing blood and clots with stoals,0.5519
ARTHROTEC.134,stoals,51197009,Stomach cramps,Painful stomach cramps,36,405729008,Haematochezia,passing blood and clots with stoals,0.5263
ARTHROTEC.134,side affects,405729008,Haematochezia,passing blood and clots with stoals,34,48694002,Anxiety,anxiety,0.306
ARTHROTEC.134,side affects,405729008,Haematochezia,passing blood and clots with stoals,34,48694002,Anxiety,anxiety,0.306
LIPITOR.521,side-effects,288231001,Myalgia/myositis - lower leg,soreness in calf muscles,33,3877011000036101,Lipitor,lipitor,0.2236
LIPITOR.979,muscles,68962001,Myalgia,Sore muscles,74,68962001,Myalgia,Sore muscles,0.66
LIPITOR.377,muscle,68962001,Myalgia,muscle pain,71,68962001,Myalgia,muscle pain,0.6222
LIPITOR.377,pain,56608008,Pain in wrist,wrist pain,57,68962001,Myalgia,muscle pain,0.6682
LIPITOR.377,memory,48167000,Amnesia,memory loss,71,48167000,Amnesia,memory loss,0.7249
LIPITOR.377,loss,48167000,Amnesia,memory loss,53,48167000,Amnesia,memory loss,0.5407
LIPITOR.377,trouble,301345002,Difficulty sleeping,trouble sleeping,61,301345002,Difficulty sleeping,trouble sleeping,0.4349
LIPITOR.377,sleeping,301345002,Difficulty sleeping,trouble sleeping,67,301345002,Difficulty sleeping,trouble sleeping,0.7268
LIPITOR.377,physical,3848011000036104,Pravachol,Pravichol,47,35489007,Depression,depression,0.222
